states,actions,rewards,dones,next_states,log_probs
"[0.        0.        0.        0.        0.4024934 0.        0.
 0.        0.        0.4024934 0.        0.        0.        0.
 0.4024934 0.        0.        0.        0.        0.4024934 0.
 0.        0.        0.        0.4024934]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",1.0,False,"[0.        0.        0.        0.        0.4024934 0.        0.
 0.        0.        0.4024934 0.        0.        0.        0.
 0.4024934 0.        0.        0.        0.        0.4024934 0.
 0.        0.        0.        0.4024934]","tf.Tensor([[16.464554]], shape=(1, 1), dtype=float32)"
"[0.        0.        0.        0.        0.4024934 0.        0.
 0.        0.        0.4024934 0.        0.        0.        0.
 0.4024934 0.        0.        0.        0.        0.4024934 0.
 0.        0.        0.        0.4024934]","tf.Tensor([[0.13770747]], shape=(1, 1), dtype=float32)",0.9137707471847534,False,"[0.        0.        0.        0.        0.4024934 0.        0.
 0.        0.        0.4024934 0.        0.        0.        0.
 0.4024934 0.        0.        0.        0.        0.4024934 0.
 0.        0.        0.        0.4024934]","tf.Tensor([[1.1847191]], shape=(1, 1), dtype=float32)"
"[0.        0.        0.        0.        0.4024934 0.        0.
 0.        0.        0.4024934 0.        0.        0.        0.
 0.4024934 0.        0.        0.        0.        0.4024934 0.
 0.        0.        0.        0.4024934]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",0.9862292528152465,False,"[0.        0.        0.        0.        0.4024934 0.        0.
 0.        0.        0.4024934 0.        0.        0.        0.
 0.4024934 0.        0.        0.        0.        0.4024934 0.
 0.        0.        0.        0.4024934]","tf.Tensor([[17.251593]], shape=(1, 1), dtype=float32)"
"[0.        0.        0.        0.        0.4024934 0.        0.
 0.        0.        0.4024934 0.        0.        0.        0.
 0.4024934 0.        0.        0.        0.        0.4024934 0.
 0.        0.        0.        0.4024934]","tf.Tensor([[0.4629975]], shape=(1, 1), dtype=float32)",0.9427649410441518,False,"[0.         0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.01093531 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.51400405]], shape=(1, 1), dtype=float32)"
"[0.         0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.01093531 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.7817557]], shape=(1, 1), dtype=float32)",0.9535007914528251,False,"[0.         0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.01093531 0.         0.
 0.         0.4024934  0.01462339 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.8457576]], shape=(1, 1), dtype=float32)"
"[0.         0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.01093531 0.         0.
 0.         0.4024934  0.01462339 0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",0.9742144143208862,False,"[0.         0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.01093531 0.
 0.         0.         0.4024934  0.01462339 0.         0.
 0.         0.4024934  0.00396115 0.         0.         0.
 0.4024934 ]","tf.Tensor([[16.714144]], shape=(1, 1), dtype=float32)"
"[0.         0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.01093531 0.
 0.         0.         0.4024934  0.01462339 0.         0.
 0.         0.4024934  0.00396115 0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",1.0,False,"[0.         0.         0.         0.         0.4024934  0.01093531
 0.         0.         0.         0.4024934  0.01462339 0.
 0.         0.         0.4024934  0.00396115 0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.326082]], shape=(1, 1), dtype=float32)"
"[0.         0.         0.         0.         0.4024934  0.01093531
 0.         0.         0.         0.4024934  0.01462339 0.
 0.         0.         0.4024934  0.00396115 0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",1.0,False,"[0.01093531 0.         0.         0.         0.4024934  0.01462339
 0.         0.         0.         0.4024934  0.00396115 0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[16.83398]], shape=(1, 1), dtype=float32)"
"[0.01093531 0.         0.         0.         0.4024934  0.01462339
 0.         0.         0.         0.4024934  0.00396115 0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",0.9,False,"[0.01462339 0.         0.         0.         0.4024934  0.00396115
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.373196]], shape=(1, 1), dtype=float32)"
"[0.01462339 0.         0.         0.         0.4024934  0.00396115
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",1.0,False,"[0.00396115 0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.32632]], shape=(1, 1), dtype=float32)"
"[0.00396115 0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.03455558]], shape=(1, 1), dtype=float32)",0.9841986926272511,False,"[0.         0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.01234575 0.         0.         0.
 0.4024934 ]","tf.Tensor([[2.4090874]], shape=(1, 1), dtype=float32)"
"[0.         0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.01234575 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.8591053]], shape=(1, 1), dtype=float32)",0.8960592754185199,False,"[0.         0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.01234575 0.         0.
 0.         0.4024934  0.02148576 0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.1614811]], shape=(1, 1), dtype=float32)"
"[0.         0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.01234575 0.         0.
 0.         0.4024934  0.02148576 0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",0.970961993187666,False,"[0.         0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.01234575 0.
 0.         0.         0.4024934  0.02148576 0.         0.
 0.         0.4024934  0.01494854 0.         0.         0.
 0.4024934 ]","tf.Tensor([[16.939371]], shape=(1, 1), dtype=float32)"
"[0.         0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.01234575 0.
 0.         0.         0.4024934  0.02148576 0.         0.
 0.         0.4024934  0.01494854 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",0.9,False,"[0.         0.         0.         0.         0.4024934  0.01234575
 0.         0.         0.         0.4024934  0.02148576 0.
 0.         0.         0.4024934  0.01494854 0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.317327]], shape=(1, 1), dtype=float32)"
"[0.         0.         0.         0.         0.4024934  0.01234575
 0.         0.         0.         0.4024934  0.02148576 0.
 0.         0.         0.4024934  0.01494854 0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",1.0,False,"[0.01234575 0.         0.         0.         0.4024934  0.02148576
 0.         0.         0.         0.4024934  0.01494854 0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.40259]], shape=(1, 1), dtype=float32)"
"[0.01234575 0.         0.         0.         0.4024934  0.02148576
 0.         0.         0.         0.4024934  0.01494854 0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.]], shape=(1, 1), dtype=float32)",0.8955191928893328,False,"[0.02148576 0.         0.         0.         0.4024934  0.01494854
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.00448081 0.         0.         0.
 0.4024934 ]","tf.Tensor([[16.753002]], shape=(1, 1), dtype=float32)"
"[0.02148576 0.         0.         0.         0.4024934  0.01494854
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.00448081 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.37035948]], shape=(1, 1), dtype=float32)",0.9370359480381012,False,"[0.01494854 0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.00448081 0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.57285243]], shape=(1, 1), dtype=float32)"
"[0.01494854 0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.00448081 0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.13277233]], shape=(1, 1), dtype=float32)",0.976241284608841,False,"[0.         0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.00448081 0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.2156703]], shape=(1, 1), dtype=float32)"
"[0.         0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.00448081 0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",0.9867227673530579,False,"[0.         0.         0.         0.         0.4024934  0.00448081
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[16.91276]], shape=(1, 1), dtype=float32)"
"[0.         0.         0.         0.         0.4024934  0.00448081
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",0.9975548982620239,False,"[0.00448081 0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.0024451  0.         0.         0.
 0.4024934 ]","tf.Tensor([[13.975166]], shape=(1, 1), dtype=float32)"
"[0.00448081 0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.0024451  0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.20795837]], shape=(1, 1), dtype=float32)",0.9716950729489326,False,"[0.         0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.0024451  0.         0.
 0.         0.4024934  0.00750909 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.8826531]], shape=(1, 1), dtype=float32)"
"[0.         0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.0024451  0.         0.
 0.         0.4024934  0.00750909 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.21749017]], shape=(1, 1), dtype=float32)",0.9927587501704693,False,"[0.         0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.0024451  0.
 0.         0.         0.4024934  0.00750909 0.         0.
 0.         0.4024934  0.00628807 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.85214937]], shape=(1, 1), dtype=float32)"
"[0.         0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.0024451  0.
 0.         0.         0.4024934  0.00750909 0.         0.
 0.         0.4024934  0.00628807 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",0.9755378060042859,False,"[0.         0.         0.         0.         0.4024934  0.0024451
 0.         0.         0.         0.4024934  0.00750909 0.
 0.         0.         0.4024934  0.00628807 0.         0.
 0.         0.4024934  0.00271318 0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.361319]], shape=(1, 1), dtype=float32)"
"[0.         0.         0.         0.         0.4024934  0.0024451
 0.         0.         0.         0.4024934  0.00750909 0.
 0.         0.         0.4024934  0.00628807 0.         0.
 0.         0.4024934  0.00271318 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.6501498]], shape=(1, 1), dtype=float32)",0.9345254808664322,False,"[0.0024451  0.         0.         0.         0.4024934  0.00750909
 0.         0.         0.         0.4024934  0.00628807 0.
 0.         0.         0.4024934  0.00271318 0.         0.
 0.         0.4024934  0.00045954 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.58963585]], shape=(1, 1), dtype=float32)"
"[0.0024451  0.         0.         0.         0.4024934  0.00750909
 0.         0.         0.         0.4024934  0.00628807 0.
 0.         0.         0.4024934  0.00271318 0.         0.
 0.         0.4024934  0.00045954 0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.7456304]], shape=(1, 1), dtype=float32)",0.9904519438743591,False,"[0.00750909 0.         0.         0.         0.4024934  0.00628807
 0.         0.         0.         0.4024934  0.00271318 0.
 0.         0.         0.4024934  0.00045954 0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.7500945]], shape=(1, 1), dtype=float32)"
"[0.00750909 0.         0.         0.         0.4024934  0.00628807
 0.         0.         0.         0.4024934  0.00271318 0.
 0.         0.         0.4024934  0.00045954 0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",0.9254369616508484,False,"[0.00628807 0.         0.         0.         0.4024934  0.00271318
 0.         0.         0.         0.4024934  0.00045954 0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[17.253649]], shape=(1, 1), dtype=float32)"
"[0.00628807 0.         0.         0.         0.4024934  0.00271318
 0.         0.         0.         0.4024934  0.00045954 0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.]], shape=(1, 1), dtype=float32)",1.0,False,"[0.00271318 0.         0.         0.         0.4024934  0.00045954
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[16.699848]], shape=(1, 1), dtype=float32)"
"[0.00271318 0.         0.         0.         0.4024934  0.00045954
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.         0.         0.         0.
 0.4024934 ]","tf.Tensor([[0.8781356]], shape=(1, 1), dtype=float32)",0.9100981891155243,False,"[0.00045954 0.         0.         0.         0.4024934  0.
 0.         0.         0.         0.4024934  0.         0.
 0.         0.         0.4024934  0.         0.         0.
 0.         0.4024934  0.00208825 0.         0.         0.
 0.4024934 ]","tf.Tensor([[1.277447]], shape=(1, 1), dtype=float32)"
